1.0001	0.9999	7.2794	9.43164	4.38809	6.71287	
1.0005	0.9995	8.31849	10.4455	5.3525	6.8208	
1.001	0.999	8.83761	10.9432	5.85601	6.9797	
1.002	0.998	9.40904	11.4857	6.42579	7.36123	
1.00503	0.995	10.2696	12.294	7.31246	8.61645	
1.0101	0.99	11.0155	12.9888	8.10633	9.63683	
1.02041	0.98	11.8686	13.7802	9.03992	10.8594	
1.02564	0.975	12.1713	14.0609	9.37695	11.2286	
1.04167	0.96	12.8635	14.7041	10.1574	12.1126	
1.05263	0.95	13.2223	15.0389	10.5666	12.5585	
1.11111	0.9	14.4978	16.245	12.0388	14.0653	
1.25	0.8	16.1304	17.8565	13.9306	15.83	
1.42857	0.7	17.3645	19.1618	15.3286	17.1963	
1.66667	0.6	18.4547	20.4036	16.5136	18.3934	
1.75323	0.570376	18.7661	20.776	16.8409	18.7171	
2	0.5	19.5016	21.6888	17.5926	19.5016	
2.32762	0.429624	20.2495	22.6652	18.3251	20.303	
2.5	0.4	20.5738	23.1034	18.6329	20.6414	
3.33333	0.3	21.7468	24.7596	19.7013	21.9331	
5	0.2	23.1503	26.8733	20.8999	23.4933	
10	0.1	25.1442	30.0828	22.492	25.7076	
20	0.05	26.8245	32.9444	23.7623	27.7452	
25	0.04	27.3186	33.8101	24.1264	28.3771	
40	0.025	28.3007	35.5608	24.8394	29.6957	
50	0.02	28.7426	36.3612	25.156	30.2802	
100	0.01	30.032	38.7395	26.0668	32.2457	
200	0.005	31.2164	40.9776	26.888	34.0573	
500	0.002	32.6534	43.7588	27.8675	36.4478	
1000	0.001	33.6602	45.7487	28.5439	NaN	
2000	0.0005	34.6086	47.6532	29.1744	NaN	
10000	0.0001	36.6235	51.7931	30.4943	NaN	
