1.0001	0.9999	16272.8	22089.2	10876.4	15647.5	
1.0005	0.9995	20602.1	27204.8	14305	17575.4	
1.001	0.999	23032.7	30026.6	16279.9	20514	
1.002	0.998	25942.1	33366	18684.4	23859.8	
1.00503	0.995	30784.3	38848.2	22770.8	28982.9	
1.0101	0.99	35502.6	44118.1	26838.3	34113.8	
1.02041	0.98	41548.6	50793	32152	40056.9	
1.02564	0.975	43873.5	53341.4	34221.1	42565.4	
1.04167	0.96	49573.6	59557.5	39344.6	48446.3	
1.05263	0.95	52750.3	63006.2	42227.1	51548.6	
1.11111	0.9	65399.5	76678.1	53847.5	64582.3	
1.25	0.8	85150.3	98037.8	72240.5	84188.7	
1.42857	0.7	103252	117858	89120.1	102673	
1.66667	0.6	121941	138737	106381	121856	
1.75323	0.570376	127799	145385	111739	127608	
2	0.5	142655	162481	125190	142655	
2.32762	0.429624	159333	182083	140051	159564	
2.5	0.4	167102	191359	146885	167203	
3.33333	0.3	198214	229383	173731	199373	
5	0.2	242530	285697	210720	245553	
10	0.1	321972	391698	274319	326383	
20	0.05	408110	512312	340553	418746	
25	0.04	437520	554610	362677	448989	
40	0.025	502414	649691	410778	520406	
50	0.02	534700	697822	434383	558064	
100	0.01	641499	860517	511161	672011	
200	0.005	758885	1.0448e+06	593610	816407	
500	0.002	931963	1.32539e+06	712222	1.03263e+06	
1000	0.001	1.07768e+06	1.56872e+06	809864	NaN	
2000	0.0005	1.23728e+06	1.84173e+06	914876	NaN	
10000	0.0001	1.66742e+06	2.60619e+06	1.18991e+06	NaN	
