1987, 25200
1988, 52800
1989, 44300
1990, 63700
1991, 24100
1992, 43600
1993, 150000
1994, 70300
1995, 142000
1996, 39300
1997, 48400
1998, 107000
1999, 88200
2000, 87400
2001, 57100
2002, 49600
2003, 48400
2004, 72500
2005, 86500
2006, 29700
2007, 91200
2008, 86300
2009, 62400
2010, 82600
2011, 30000
2012, 42900
2013, 70300
2014, 11000
2015, 64000
2016, 37900
2017, 67700
2018, 72600
2019, 286000
2020, 47500
